0.2352941176	0.9000000000	0.0000012863	0.0000000000	1.0000000000	0.0000000000	0.0980392157	0.1700000000	normal
0.6029411765	0.9000000000	0.0000003825	0.0000000000	0.0800000000	0.1500000000	0.0039215686	0.0000000000	normal
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0500000000	0.0700000000	0.1019607843	0.1000000000	anomaly
0.2941176471	0.9000000000	0.0000006078	0.0015826812	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.2941176471	0.9000000000	0.0000005213	0.0000815315	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.6764705882	0.1000000000	0.0000000000	0.0000000000	0.1600000000	0.0600000000	0.0745098039	0.0700000000	anomaly
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0500000000	0.0600000000	0.0352941176	0.0400000000	anomaly
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.1400000000	0.0600000000	0.0588235294	0.0600000000	anomaly
0.7058823529	0.5000000000	0.0000000000	0.0000000000	0.0900000000	0.0500000000	0.0901960784	0.0900000000	anomaly
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0600000000	0.0600000000	0.0509803922	0.0500000000	anomaly
0.6764705882	0.1000000000	0.0000000000	0.0000000000	0.0600000000	0.0600000000	0.0470588235	0.0500000000	anomaly
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0200000000	0.0600000000	0.0509803922	0.0500000000	anomaly
0.2941176471	0.9000000000	0.0000007519	0.0004369699	1.0000000000	0.0000000000	0.8588235294	1.0000000000	normal
0.2352941176	0.9000000000	0.0000008750	0.0000000000	1.0000000000	0.0000000000	0.0784313725	1.0000000000	anomaly
0.4852941176	0.5000000000	0.0000000000	0.0000000000	0.0000000000	0.0600000000	0.0039215686	0.0000000000	anomaly
0.5147058824	0.5000000000	0.0000000000	0.0000000000	0.1700000000	0.0500000000	0.0078431373	0.0100000000	anomaly
0.2941176471	0.9000000000	0.0000007859	0.0026765617	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.1470588235	0.9000000000	0.0000000472	0.0000000000	1.0000000000	0.0000000000	0.0627450980	1.0000000000	anomaly
0.2941176471	0.9000000000	0.0000006104	0.0001195795	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.2941176471	0.9000000000	0.0000008986	0.0002286764	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.4705882353	0.5000000000	0.0000000000	0.0000000000	0.1000000000	0.0500000000	0.0901960784	0.0900000000	anomaly
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0600000000	0.0500000000	0.0666666667	0.0700000000	anomaly
0.2941176471	0.9000000000	0.0000006628	0.0023110290	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.6029411765	0.9000000000	0.0000003851	0.0000203829	1.0000000000	0.0000000000	0.0039215686	0.0000000000	normal
0.4705882353	0.5000000000	0.0000000000	0.0000000000	0.0100000000	0.0600000000	0.0078431373	0.0100000000	anomaly
0.8382352941	0.9000000000	0.0000011449	0.0027994413	1.0000000000	0.0000000000	0.0980392157	0.1000000000	normal
0.6764705882	0.5000000000	0.0000000000	0.0000000000	0.0300000000	0.0600000000	0.0509803922	0.0500000000	anomaly
0.2941176471	0.9000000000	0.0000005947	0.0012788794	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.2941176471	0.9000000000	0.0000005633	0.0020380927	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.2941176471	0.9000000000	0.0000006314	0.0002717716	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.1470588235	0.9000000000	0.0000000210	0.0000000000	1.0000000000	0.0000000000	0.2078431373	1.0000000000	anomaly
0.2058823529	0.5000000000	0.0000000000	0.0000000000	0.2800000000	0.0700000000	0.2313725490	0.2300000000	anomaly
0.2941176471	0.9000000000	0.0000007938	0.0001077380	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.6764705882	0.1000000000	0.0000000000	0.0000000000	0.5000000000	1.0000000000	0.0039215686	0.0000000000	anomaly
0.1176470588	0.9000000000	0.0000001179	0.0000087355	1.0000000000	0.0000000000	0.9803921569	0.9800000000	normal
0.6764705882	0.9000000000	0.0000002751	0.0000285360	1.0000000000	0.0000000000	0.0196078431	0.1200000000	normal
0.1176470588	0.9000000000	0.0000001127	0.0000083473	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.8088235294	0.5000000000	0.0000000000	0.0000000000	0.0800000000	0.0600000000	0.0666666667	0.0700000000	anomaly
0.2941176471	0.9000000000	0.0000008488	0.0004468701	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.9411764706	0.5000000000	0.0000000000	0.0000000000	0.0600000000	0.0700000000	0.0509803922	0.0500000000	anomaly
0.2352941176	0.5000000000	0.0000000000	0.0000000000	0.2200000000	0.0800000000	0.2470588235	0.2500000000	anomaly
1.0000000000	0.5000000000	0.0000000000	0.0000000000	0.0500000000	0.0600000000	0.0352941176	0.0400000000	anomaly
0.7500000000	0.9000000000	0.0000041681	0.0000722136	1.0000000000	0.0000000000	0.5764705882	0.8100000000	normal
0.6029411765	0.9000000000	0.0000003825	0.0000203829	0.5000000000	0.5000000000	0.0078431373	0.0100000000	normal
0.2941176471	0.9000000000	0.0000007597	0.0005835324	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.0441176471	0.5000000000	0.0000000000	0.0000000000	0.1000000000	0.0800000000	0.0431372549	0.0400000000	anomaly
0.6764705882	0.9000000000	0.0000000734	0.0000000000	1.0000000000	0.0000000000	0.3137254902	0.3100000000	anomaly
0.2941176471	0.9000000000	0.0000006680	0.0001671395	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.2352941176	0.9000000000	0.0000008750	0.0000000000	1.0000000000	0.0000000000	0.1490196078	1.0000000000	anomaly
0.2352941176	0.5000000000	0.0000000000	0.0000000000	0.0700000000	0.0500000000	0.0196078431	0.0200000000	anomaly
0.2941176471	0.9000000000	0.0000007912	0.0000966730	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.6764705882	0.1000000000	0.0000000000	0.0000000000	0.0700000000	0.1000000000	0.0156862745	0.0200000000	anomaly
0.6764705882	0.9000000000	0.0000000734	0.0000000000	1.0000000000	0.0000000000	0.0078431373	0.0100000000	anomaly
0.2941176471	0.9000000000	0.0000005764	0.0002713833	1.0000000000	0.0000000000	1.0000000000	1.0000000000	normal
0.1176470588	0.9000000000	0.0000001127	0.0000133945	1.0000000000	0.0000000000	0.9607843137	0.9600000000	normal
0.1176470588	0.9000000000	0.0000001153	0.0000258183	1.0000000000	0.0000000000	0.8313725490	0.8800000000	normal
0.1470588235	0.9000000000	0.0000000210	0.0000000000	1.0000000000	0.0000000000	0.1803921569	1.0000000000	anomaly
0.9264705882	0.5000000000	0.0000000000	0.0000000000	0.0700000000	0.0600000000	0.0431372549	0.0400000000	anomaly
0.2058823529	0.5000000000	0.0000000000	0.0000000000	0.5000000000	0.0800000000	0.2313725490	0.2300000000	anomaly
